Treatment	Ar(+)	Arid3a(+)	Arnt2(+)	Arntl(+)	Atf2(+)	Atf3(+)	Atf4(+)	Atf5(+)	Atf7(+)	Bach1(+)	Bach2(+)	Bcl3(+)	Bcl6(+)	Bhlhe40(+)	Bhlhe41(+)	Bptf(+)	Cebpa(+)	Cebpb(+)	Cebpd(+)	Cebpe(+)	Cebpg(+)	Clock(+)	Creb1(+)	Crem(+)	Ctcf(+)	Cux1(+)	Dbp(+)	Ddit3(+)	Drap1(+)	E2f1(+)	E2f2(+)	E2f3(+)	E2f4(+)	E2f5(+)	E2f6(+)	E2f7(+)	E4f1(+)	Ebf1(+)	Egr1(+)	Egr2(+)	Elf1(+)	Elf2(+)	Elf4(+)	Elk1(+)	Elk3(+)	Elk4(+)	Eomes(+)	Ep300(+)	Erf(+)	Esrra(+)	Ets1(+)	Ets2(+)	Etv1(+)	Etv3(+)	Etv4(+)	Etv5(+)	Fli1(+)	Fos(+)	Fosb(+)	Fosl1(+)	Fosl2(+)	Foxd1(+)	Foxd2(+)	Foxj2(+)	Foxm1(+)	Foxo1(+)	Foxo3(+)	Foxo4(+)	Foxp1(+)	Foxp2(+)	Foxp3(+)	Gabpa(+)	Gata3(+)	Gfi1(+)	Gmeb1(+)	Gmeb2(+)	Grhl1(+)	Gtf2ird1(+)	Hdac2(+)	Hes6(+)	Hes7(+)	Hey1(+)	Hif1a(+)	Hltf(+)	Hoxa7(+)	Hoxb3(+)	Hsf1(+)	Id2(+)	Ikzf1(+)	Irf1(+)	Irf2(+)	Irf3(+)	Irf5(+)	Irf7(+)	Irf8(+)	Irf9(+)	Jdp2(+)	Jun(+)	Junb(+)	Jund(+)	Klf12(+)	Klf13(+)	Klf16(+)	Klf4(+)	Klf5(+)	Klf9(+)	Lef1(+)	Lhx2(+)	Mafa(+)	Mafb(+)	Maff(+)	Mafk(+)	Max(+)	Mef2a(+)	Mef2d(+)	Meis1(+)	Mlx(+)	Msx1(+)	Mxi1(+)	Myb(+)	Mybl1(+)	Mybl2(+)	Myc(+)	Mycn(+)	Nfatc2(+)	Nfe2(+)	Nfe2l1(+)	Nfia(+)	Nfic(+)	Nfil3(+)	Nfkb1(+)	Nfkb2(+)	Nfya(+)	Nfyb(+)	Nr1d1(+)	Nr1h2(+)	Nr1h3(+)	Nr2c2(+)	Nr3c1(+)	Nrf1(+)	Ovol2(+)	Pbx1(+)	Pbx3(+)	Pknox1(+)	Plag1(+)	Pou2f1(+)	Pou3f1(+)	Pou5f1(+)	Pou6f1(+)	Ppard(+)	Pparg(+)	Prdm1(+)	Pura(+)	Rara(+)	Rarg(+)	Rb1(+)	Rel(+)	Rela(+)	Relb(+)	Rest(+)	Rfx1(+)	Rfx2(+)	Rfx5(+)	Rora(+)	Runx1(+)	Runx3(+)	Rxra(+)	Rxrb(+)	Setdb1(+)	Six1(+)	Smad3(+)	Sox13(+)	Sox4(+)	Sox5(+)	Sox8(+)	Sp1(+)	Sp4(+)	Spi1(+)	Spib(+)	Spic(+)	Srebf1(+)	Srebf2(+)	Stat1(+)	Stat4(+)	Stat5a(+)	Stat6(+)	Taf1(+)	Taf6(+)	Tbx2(+)	Tbx21(+)	Tcf12(+)	Tcf3(+)	Tcf7(+)	Tcf7l1(+)	Tcf7l2(+)	Tfap2a(+)	Tfap4(+)	Tfdp1(+)	Tfdp2(+)	Tfe3(+)	Tfec(+)	Thra(+)	Thrb(+)	Trp53(+)	Ubp1(+)	Usf1(+)	Usf2(+)	Vdr(+)	Vezf1(+)	Ybx1(+)	Yy1(+)	Zbtb14(+)	Zbtb16(+)	Zbtb17(+)	Zbtb20(+)	Zbtb33(+)	Zbtb7b(+)	Zeb1(+)	Zfp110(+)	Zfp148(+)	Zfp60(+)	Zfp64(+)
NotTreated	-0.13423414649874768	-0.06438453552803182	-0.11082476282370708	0.024340062609865043	0.12774555764116016	0.3580673758839508	0.39601381412246367	0.028574825521058174	0.1061454641156409	0.0022872291529696226	-0.11294149619944902	-0.1834893094664551	0.008940639179459395	-0.12991592334646143	-0.02778284333715763	-0.02072735789561272	-0.10193083804230485	0.3183955622735826	0.2238743313143898	-0.31610563228887983	-0.09399005945899228	0.06034409713411087	-0.07791109940076806	-0.4084252107453318	0.05666193386641851	-0.13949482946708916	0.07382619859811315	0.19294470564845057	0.10156037155005002	-0.016054550477653508	0.085542236151777	0.177019868713981	-0.1807336171328503	-0.23441902330955222	-0.07217485350495952	0.04063820322134566	0.02733562356498975	-0.04365232488822985	0.28042259657655566	0.10707579885214091	0.41363888049574177	0.20118550797357293	0.30811006599899293	0.24005789536208563	-0.2584911163073802	0.025267622178729226	0.3135621458396467	0.03240133212066638	0.10166586429744626	-0.006165602530742687	0.24383229730866632	0.1723287873291748	0.13373657142329387	-0.026692395038558733	-0.04860818777285325	-0.1865520126749468	0.16159516329403906	0.3428549530054793	0.26179204313803855	-0.21463295652876252	-0.1957469543378522	-0.04319047837356591	0.07821182067286488	-0.019871962729763642	0.08801151572352056	-0.2587752922180982	0.05983522938748494	-0.14230730632484645	0.10722697984043277	0.0136982791452939	-0.003154337674762181	0.27063202473748366	0.07874070712682414	-0.06457338500374302	0.12172259947458436	-0.14517171641221852	0.004273228822300116	-0.020685892893728648	-0.08456401676435213	-0.062296708151826384	-0.19579164936910745	0.10321046749580647	-0.05659029416378645	-0.011702604853481579	0.009923885656273735	-0.04593511807295243	0.05802533013969598	-0.4132048725094793	0.27550927810433856	0.3858264726723206	0.3911576549098503	0.07316465107338263	-0.031599405716271525	0.3442366714550156	-0.5243521357277382	0.02418656003864958	-0.5623518564611958	0.2858762051386792	0.21448590364739942	-0.06054072765837414	-0.13431777323957284	0.08172701715913239	-0.006866875416329148	0.11072137526463094	-0.0077629822749815305	0.06275281901025126	0.24454474536440035	0.10769516505439146	-0.05732416326173799	0.23273645309582242	0.014038010507445083	-0.07661283749609664	0.12252076402854638	0.1676515951427798	0.0819383485282568	-0.04045023757558553	0.08179998020772186	-0.01565202200414726	0.012452482443310434	-0.2321781176548342	0.056844912336044405	0.009441417115645894	0.5034149655316786	-0.05954661281506606	0.1737441422543423	0.06138522639268259	-0.1716326410908377	0.060435345942118295	0.1710944536322399	0.1416461186836762	-0.23567519747425708	-0.39169212457546837	0.04962757827779036	0.14295318132044496	0.11810379905703008	0.09354861016109726	0.24702742163789151	-0.04042281490638849	0.0721541756443042	0.01674820706662969	-0.2313751269801025	0.14049413341956243	-0.049833694072574035	0.06562392934563852	-0.053586428433974674	-0.02848186686771688	-0.05816351585173646	-0.05957342545899617	0.2225296698543804	-0.027249462918056036	0.03645082592010833	0.549736974789779	0.024128998387209482	-0.07986517233103155	0.15618191914950288	-0.06740602889351553	-0.22203073536285062	-0.14890106228236274	-0.34000670542032047	-0.063937067131379	-0.015498296052080557	0.0055158345798434795	-0.03752815178473674	-0.013210447575360721	-0.0700501390813928	-0.32344743715654756	-0.02682252858701413	-0.05495678223750204	-0.011294715655388438	0.030937340675293058	-0.010096947733363334	0.04748356883933252	-0.030948140017831194	-0.04458534059520571	0.03961916580070938	0.027002166006910473	-0.11699821927060652	0.20854706977200152	0.0012160606715319712	0.03498375748971762	-0.023108450378469307	-0.05092464973741769	0.3379299551315182	-0.20081071375267862	-0.03188611406842402	-0.02342276640982425	-0.0038125106740131104	0.08870061637772199	0.08491220360927289	-0.4249923712363462	-0.07951931631585615	0.04214432842364526	-0.029861803243831732	0.2832502823328371	-0.001538539991716365	-0.052430410474727226	0.07600896362067684	-0.13167523035649298	-0.15555090187233467	-0.026953863180924652	0.046292165420232546	0.023588194496937068	-0.12133561697748037	-0.18898768469837363	0.06366040181713907	0.19112496468570062	-0.0839456698026972	0.0795031551240898	-0.0805192610740683	-0.30470700119039373	-0.12745365156308516	0.2595572444219124	0.022827401378757523	0.0973742412346554	-0.09984975547127897	0.0448732228086487	0.2879287954867669	-0.1583224909816383	0.14366878068102334	0.1985347880387373	0.03395210594443995	0.04972758148314226
Treated	0.04541325980801762	0.021782174773084428	0.03749354302573501	-0.008234578278898121	-0.04321808086686024	-0.12113912289776217	-0.13397692537548436	-0.009667256873184581	-0.03591047185128929	-0.0007738011115184665	0.03820966306854534	0.062076959552684996	-0.003024741323254948	0.043952345465140645	0.00939931839688242	0.00701235053672131	0.034484605826476326	-0.10771760217793798	-0.07573976843827958	0.10694288733786601	0.031798131108321845	-0.020415238838325182	0.02635839755605165	0.13817587172494852	-0.01916951231126519	0.047193021281823955	-0.02497641937631272	-0.06527585025673881	-0.034359271911810534	0.0054314754550823935	-0.02894011617942175	-0.0598882586791215	0.06114467089768992	0.07930718291262431	0.024417746596663757	-0.013748463629850428	-0.009248017790924204	0.014768182486198789	-0.09487082509578505	-0.036225216900889104	-0.13993972797988372	-0.06806382713728983	-0.10423787718429359	-0.08121489096027222	0.0874511033825359	-0.00854838445104408	-0.1060823908550443	-0.010961816736661393	-0.03439496156060179	0.0020859082201123915	-0.08249182310228383	-0.058301201262920876	-0.045244923309694346	0.009030404724898454	0.016444819129126407	0.0631131142134004	-0.054669868478357635	-0.11599255080331025	-0.08856785237434019	0.07261328411911756	0.0662238895678696	0.014611933451889606	-0.026460135702559156	0.006722958575597747	-0.029775507453957527	0.0875472440054665	-0.020243081873887663	0.048144520923133025	-0.03627636351058401	-0.004634316423754473	0.0010671558622201167	-0.09155853985249805	-0.026639065271276078	0.021846065150680286	-0.0411804311989783	0.049113590291009486	-0.0014456921415892114	0.006998322355725159	0.028609171093163823	0.021075834027879752	0.06623901051227712	-0.034917522087695774	0.01914527561358938	0.003959152335712288	-0.0033573871430510687	0.015540482848586917	-0.01963076804085763	0.13979289710299653	-0.09320858181331389	-0.1305304075102664	-0.13233401985741916	-0.024752608740932835	0.010690513993643801	-0.11646000517737494	0.17739554645218505	-0.008182646245707803	0.19025137513148516	-0.09671585595408977	-0.07256353410483662	0.02048176165176306	0.04544155188574204	-0.027649375068767874	0.002323158491968806	-0.03745856559113535	0.002626323779260573	-0.02123014261071356	-0.08273285408807364	-0.0364347570141322	0.019393553632839795	-0.07873794624479451	-0.0047492522207621376	0.025919177680113422	-0.04145046125617758	-0.05671884275375226	-0.027720871380423128	0.01368487226409859	-0.027674059472622914	0.005295294530751637	-0.004212846248169577	0.0785490536783146	-0.01923141644666577	-0.0031941613934471356	-0.17031221352565448	0.02014543891395733	-0.05878003531976774	-0.020767467200085692	0.05806568540640496	-0.020446109566333828	-0.0578836091797418	-0.047920832041328534	0.07973216392673169	0.13251483830353378	-0.016789692971236118	-0.04836302932612621	-0.03995614119645414	-0.03164878273326552	-0.08357277765123874	0.013675594797561792	-0.024410750991740532	-0.005666149028944188	0.07827739087800628	-0.04753109956670464	0.01685942478229092	-0.022201478764746478	0.01812902648193138	0.009635807680955767	0.01967751816969133	0.020154510000534635	-0.07528485095393835	0.009218868457870736	-0.012331816239780151	-0.1859835869886416	-0.008163172346561826	0.02701948733077144	-0.05283849345827127	0.022804387576568767	0.07511605454642672	0.050375279342063685	0.11502894943248625	0.021630790054051902	0.005243286924769969	-0.0018660827767459666	0.012696290411705816	0.004469276287500678	0.023698926455498374	0.1094267210017423	0.009074430695921596	0.018592636039801057	0.0038211578044388544	-0.010466528275419221	0.0034159364263352788	-0.016064345060904938	0.01047018184168138	0.015083834545016096	-0.013403709241008508	-0.009135204508213715	0.039582108333825895	-0.07055434484282655	-0.000411410067103408	-0.011835486792145392	0.007817906904989427	0.01722851010326975	-0.11432635621847988	0.06793702909242345	0.010787511376403956	0.007924244345698415	0.001289824849160048	-0.030008639692358327	-0.028726967496413437	0.14378077020482527	0.026902479479322863	-0.014258006521117885	0.010102659155064348	-0.09582747011687137	0.0005205092608044114	0.0177379296910228	-0.02571487883431634	0.044547543247599145	0.05262501162596842	0.00911886299717532	-0.015661276881764784	-0.00798021094506854	0.04104950969248825	0.06393713559166188	-0.021537190369298957	-0.06466020683602987	0.028399975803048726	-0.02689701192565141	0.027240774557620785	0.10308657350838592	0.04311932502188154	-0.08781178920143183	-0.007722824159091091	-0.03294304639422296	0.03378054694172706	-0.015181229061181318	-0.09741027552753972	0.05356267837910091	-0.04860512644171273	-0.06716705208995914	-0.011486464871277817	-0.016823525432397513
